rank,sample_id,timestamp,risk_score,prediction,label,suggested_features,evidence_scope,model,limitation
131,secom_1473,2008-10-13 03:34:00,0.12570080339062903,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
132,secom_1498,2008-10-14 03:35:00,0.1256644903702883,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
133,secom_1532,2008-10-15 13:16:00,0.12564290639443984,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
134,secom_1347,2008-10-06 06:11:00,0.12535544290758854,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
135,secom_1229,2008-10-02 04:11:00,0.1246411570663755,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
136,secom_1445,2008-10-10 10:05:00,0.12457317222068642,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
137,secom_1465,2008-10-11 23:58:00,0.12456869750789105,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
138,secom_1515,2008-10-15 01:52:00,0.12446605116406434,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
139,secom_1191,2008-09-30 04:42:00,0.12446230881481465,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
140,secom_1209,2008-10-01 01:11:00,0.12366343397152396,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
141,secom_1377,2008-10-06 20:36:00,0.12365431817158457,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
142,secom_1530,2008-10-15 12:53:00,0.12360560479146633,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
143,secom_1384,2008-10-07 03:29:00,0.12339161057860171,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
144,secom_1269,2008-10-03 08:35:00,0.12329850471964737,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
145,secom_1564,2008-10-17 05:26:00,0.12323304142204235,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
146,secom_1509,2008-10-14 21:36:00,0.12209587514445884,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
147,secom_1285,2008-10-04 00:58:00,0.12124838709074678,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
148,secom_1241,2008-10-02 14:07:00,0.1206419553962177,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
149,secom_1297,2008-10-04 19:12:00,0.12000787358484986,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
150,secom_1250,2008-10-02 17:19:00,0.1199975660911636,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
151,secom_1270,2008-10-03 09:30:00,0.11986173192057721,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
152,secom_1226,2008-10-02 00:22:00,0.11966166636689697,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
153,secom_1528,2008-10-15 09:11:00,0.11936564026395338,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
154,secom_1382,2008-10-06 23:03:00,0.11863684077506813,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
155,secom_1407,2008-10-07 19:24:00,0.11843183380959468,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
156,secom_1554,2008-10-16 04:47:00,0.11779925260202645,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
157,secom_1443,2008-10-09 15:55:00,0.11765263734770952,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
158,secom_1403,2008-10-07 16:32:00,0.11764340519591927,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
159,secom_1195,2008-09-30 14:20:00,0.1175528512649566,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
160,secom_1552,2008-10-16 04:02:00,0.1170869079579477,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
161,secom_1484,2008-10-13 19:17:00,0.1170016975630671,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
162,secom_1386,2008-10-07 07:32:00,0.11641974919873672,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
163,secom_1481,2008-10-13 15:42:00,0.11640300153384513,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
164,secom_1264,2008-10-03 03:56:00,0.11631923743896103,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
165,secom_1331,2008-10-05 19:45:00,0.1162686204622828,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
166,secom_1259,2008-10-02 23:32:00,0.11623255318906428,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
167,secom_1280,2008-10-03 21:15:00,0.11621468334938875,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
168,secom_1389,2008-10-07 08:26:00,0.11609870038198641,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
169,secom_1409,2008-10-07 20:39:00,0.11600683770066247,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
170,secom_1510,2008-10-14 23:07:00,0.11575549279684369,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
171,secom_1449,2008-10-10 15:33:00,0.11557121810192104,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
172,secom_1308,2008-10-05 04:48:00,0.11549252361645405,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
173,secom_1466,2008-10-12 00:57:00,0.11547143042356316,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
174,secom_1310,2008-10-05 05:53:00,0.11544240594995223,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
175,secom_1561,2008-10-16 15:02:00,0.11537479787857048,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
176,secom_1354,2008-10-06 08:24:00,0.1153668240257855,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
177,secom_1535,2008-10-15 16:24:00,0.11533016638726713,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
178,secom_1376,2008-10-06 20:02:00,0.11525093425781273,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
179,secom_1460,2008-10-11 08:27:00,0.11501858705464739,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
180,secom_1444,2008-10-09 15:56:00,0.11450109209712475,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
181,secom_1400,2008-10-07 13:10:00,0.11433754261327776,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
182,secom_1525,2008-10-15 07:36:00,0.11430807414524305,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
183,secom_1450,2008-10-10 15:50:00,0.11390993914278087,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
184,secom_1350,2008-10-06 07:12:00,0.11368734206494589,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
185,secom_1243,2008-10-02 14:54:00,0.11325762409512675,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
186,secom_1456,2008-10-11 06:56:00,0.11322110005291955,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
187,secom_1201,2008-09-30 17:27:00,0.1127150593953998,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
188,secom_1476,2008-10-13 12:18:00,0.11202399710165675,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
189,secom_1452,2008-10-10 21:03:00,0.11171885942911171,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
190,secom_1341,2008-10-06 03:31:00,0.11109586466282743,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
191,secom_1457,2008-10-11 07:38:00,0.11109108659044402,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
192,secom_1302,2008-10-04 23:18:00,0.10996277941254064,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
193,secom_1474,2008-10-13 03:53:00,0.10971278334621974,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
194,secom_1373,2008-10-06 18:54:00,0.10939718100423662,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
195,secom_1533,2008-10-15 14:08:00,0.10895507939143032,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
196,secom_1239,2008-10-02 09:42:00,0.1082470701209776,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
197,secom_1230,2008-10-02 04:23:00,0.10814183130775797,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
198,secom_1175,2008-09-29 11:53:00,0.10808280327158218,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
199,secom_1556,2008-10-16 04:54:00,0.10797471237320035,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
200,secom_1520,2008-10-15 03:24:00,0.10732656337667223,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
201,secom_1339,2008-10-06 02:44:00,0.10731598057364083,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
202,secom_1522,2008-10-15 05:13:00,0.10729691687274504,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
203,secom_1506,2008-10-14 20:01:00,0.10721796093193124,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
204,secom_1284,2008-10-03 23:46:00,0.10704925742147542,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
205,secom_1440,2008-10-09 07:38:00,0.10653968837634446,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
206,secom_1431,2008-10-08 20:27:00,0.10621606778135337,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
207,secom_1208,2008-10-01 00:20:00,0.10592687481056286,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
208,secom_1372,2008-10-06 17:35:00,0.10580505336473994,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
209,secom_1294,2008-10-04 18:15:00,0.10574296101001393,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
210,secom_1234,2008-10-02 07:58:00,0.10554712605676954,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
211,secom_1454,2008-10-10 21:16:00,0.10547916041148901,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
212,secom_1277,2008-10-03 20:26:00,0.10544698415255946,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
213,secom_1416,2008-10-08 07:13:00,0.10536663242545898,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
214,secom_1202,2008-09-30 19:17:00,0.10479976028313148,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
215,secom_1369,2008-10-06 16:50:00,0.10425947107440735,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
216,secom_1309,2008-10-05 05:31:00,0.10421128722973005,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
217,secom_1459,2008-10-11 07:42:00,0.10409764654288933,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
218,secom_1352,2008-10-06 07:35:00,0.10408947753670646,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
219,secom_1475,2008-10-13 11:27:00,0.10406940370938039,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
220,secom_1223,2008-10-01 22:47:00,0.1034110992234201,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
221,secom_1274,2008-10-03 19:23:00,0.10306747752309338,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
222,secom_1268,2008-10-03 06:15:00,0.1029017801436635,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
223,secom_1266,2008-10-03 05:01:00,0.10289727606276301,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
224,secom_1550,2008-10-16 03:56:00,0.10281182746710216,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
225,secom_1524,2008-10-15 06:49:00,0.102734344116209,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
226,secom_1548,2008-10-16 02:22:00,0.10266723709891427,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
227,secom_1434,2008-10-08 22:08:00,0.10255898708601978,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
228,secom_1430,2008-10-08 18:22:00,0.10212053337565528,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
229,secom_1319,2008-10-05 11:30:00,0.10206187698180118,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
230,secom_1357,2008-10-06 09:57:00,0.10183808096857357,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
231,secom_1315,2008-10-05 09:47:00,0.10136031869008136,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
232,secom_1499,2008-10-14 13:13:00,0.100873951922568,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
233,secom_1227,2008-10-02 03:17:00,0.100813586802208,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
234,secom_1203,2008-09-30 19:17:00,0.10078038879793444,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
235,secom_1516,2008-10-15 01:52:00,0.10044967398994771,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
236,secom_1429,2008-10-08 17:41:00,0.09999471812261435,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
237,secom_1247,2008-10-02 16:32:00,0.09985510512402401,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
238,secom_1291,2008-10-04 09:29:00,0.09968233058691656,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
239,secom_1231,2008-10-02 04:24:00,0.09928522194410935,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
240,secom_1365,2008-10-06 15:00:00,0.09910199022327147,0,1,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
241,secom_1321,2008-10-05 12:17:00,0.09880160976354327,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
242,secom_1252,2008-10-02 19:25:00,0.09875241997085132,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
243,secom_1488,2008-10-13 20:30:00,0.0986949517670068,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
244,secom_1526,2008-10-15 07:55:00,0.09844373321029658,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
245,secom_1210,2008-10-01 02:53:00,0.09812600750045451,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
246,secom_1437,2008-10-09 00:23:00,0.09800047740521524,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
247,secom_1314,2008-10-05 09:04:00,0.09775285620000926,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
248,secom_1500,2008-10-14 13:16:00,0.0974342041067948,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
249,secom_1462,2008-10-11 15:33:00,0.09740360430118848,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
250,secom_1405,2008-10-07 17:28:00,0.09736124036685462,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
251,secom_1562,2008-10-16 15:13:00,0.09709985157972288,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
252,secom_1493,2008-10-13 22:48:00,0.09690877068663291,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
253,secom_1176,2008-09-29 12:25:00,0.09683433793040329,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
254,secom_1507,2008-10-14 20:30:00,0.09668770773850525,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
255,secom_1221,2008-10-01 21:15:00,0.09668194511073064,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
256,secom_1387,2008-10-07 07:41:00,0.0966814521231498,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
257,secom_1492,2008-10-13 21:57:00,0.09656467931961113,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
258,secom_1267,2008-10-03 05:45:00,0.09625324689435365,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
259,secom_1391,2008-10-07 09:20:00,0.09612219038146942,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
260,secom_1265,2008-10-03 04:49:00,0.09611800487849519,0,0,feature_059;feature_247;feature_519;feature_065;feature_475,global_model_importance,random_forest_depth_none_leaf_8,"Anonymous variables are inspection candidates, not proven physical causes."
